" Datos Básicos  - Familiares que trabajan en explotaciones agrarias"
"Datos de: INDICADOR=FAMILIARES QUE TRABAJAN EN EXPLOTACIONES AGRARIAS"
"FAMILIA INDICADOR",,"AGRICULTURA",
"INDICADOR",,"FAMILIARES QUE TRABAJAN EN EXPLOTACIONES AGRARIAS",
,,VALOR,
FECHA,MUNICIPIO,Sum,
,"42036 BLACOS",          51,
,"42037 BLIECOS",          48,
,"42038 BORJABAD",          55,
,"42039 BOROBIA",         284,
,"42041 BUBEROS",          39,
,"42042 BUITRAGO",          33,
,"42043 BURGO DE OSMA-CIUDAD DE OSMA",        1065,
,"42044 CABREJAS DEL CAMPO",          43,
,"42045 CABREJAS DEL PINAR",         294,
,"42046 CALATAÑAZOR",          40,
,"42048 CALTOJAR",          69,
,"42049 CANDILICHERA",         146,
,"42050 CAÑAMAQUE",          36,
,"42051 CARABANTES",          47,
,"42052 CARACENA",           9,
,"42053 CARRASCOSA DE ABAJO",          23,
,"42054 CARRASCOSA DE LA SIERRA",          34,
,"42055 CASAREJOS",          80,
,"42056 CASTILFRIO DE LA SIERRA",          22,
,"42057 CASTILRUIZ",         267,
,"42058 CASTILLEJO DE ROBLEDO",         232,
,"42059 CENTENERA DE ANDALUZ",          21,
,"42060 CERBON",          52,
,"42061 CIDONES",          83,
,"42062 CIGUDOSA",          35,
,"42063 CIHUELA",          55,
,"42064 CIRIA",          62,
,"42065 CIRUJALES DEL RIO",          47,
,"42068 COSCURITA",         139,
,"42069 COVALEDA",         179,
,"42070 CUBILLA",          35,
,"42071 CUBO DE LA SOLANA",         171,
,"42073 CUEVA DE AGREDA",         117,
,"42075 DEVANOS",          87,
,"42076 DEZA",         243,
,"42078 DURUELO DE LA SIERRA",         215,
,"42079 ESCOBOSA DE ALMAZAN",          30,
,"42080 ESPEJA DE SAN MARCELINO",         169,
,"42081 ESPEJON",          46,
,"42082 ESTEPA DE SAN JUAN",          21,
,"42083 FRECHILLA DE ALMAZAN",          58,
,"42084 FRESNO DE CARACENA",          21,
,"42085 FUENTEARMEGIL",         262,
,"42086 FUENTECAMBRON",         116,
,"42087 FUENTECANTOS",          47,
,"42088 FUENTELMONGE",          96,
,"42089 FUENTELSAZ DE SORIA",          73,
,"42090 FUENTEPINILLA",         125,
,"42092 FUENTES DE MAGAÑA",          49,
,"42093 FUENTESTRUN",          44,
,"42094 GARRAY",         143,
,"42095 GOLMAYO",         298,
,"42096 GOMARA",         191,
,"42097 GORMAZ",          30,
,"42098 HERRERA DE SORIA",          32,
,"42100 HINOJOSA DEL CAMPO",          39,
,"42103 LANGA DE DUERO",         452,
,"42105 LICERAS",          34,
,"42106 LOSILLA (LA)",          23,
,"42107 MAGAÑA",          83,
,"42108 MAJAN",          19,
,"42110 MATALEBRERAS",         131,
,"42111 MATAMALA DE ALMAZAN",         152,
,"42113 MEDINACELI",         220,
,"42115 MIÑO DE MEDINACELI",          71,
,"42116 MIÑO DE SAN ESTEBAN",         205,
,"42117 MOLINOS DE DUERO",          63,
,"42118 MOMBLONA",          37,
,"42119 MONTEAGUDO DE LAS VICARIAS",         106,
,"42120 MONTEJO DE TIERMES",         106,
,"42121 MONTENEGRO DE CAMEROS",         116,
,"42123 MORON DE ALMAZAN",          99,
,"42124 MURIEL DE LA FUENTE",           8,
,"42125 MURIEL VIEJO",          46,
,"42127 NAFRIA DE UCERO",          70,
,"42128 NARROS",          28,
,"42129 NAVALENO",          19,
,"42130 NEPAS",          75,
,"42131 NOLAY",          80,
,"42132 NOVIERCAS",         173,
,"42134 OLVEGA",         451,
,"42135 ONCALA",          77,
,"42139 PINILLA DEL CAMPO",          25,
,"42140 PORTILLO DE SORIA",          36,
,"42141 POVEDA DE SORIA (LA)",          92,
,"42142 POZALMURO",          37,
,"42144 QUINTANA REDONDA",         299,
,"42145 QUINTANAS DE GORMAZ",          51,
,"42148 QUIÑONERIA",          49,
,"42149 RABANOS (LOS)",         304,
,"42151 REBOLLAR",          27,
,"42152 RECUERDA",          90,
,"42153 RELLO",          27,
,"42154 RENIEBLAS",         124,
,"42155 RETORTILLO DE SORIA",         124,
,"42156 REZNOS",          53,
,"42157 RIBA DE ESCALOTE (LA)",          16,
,"42158 RIOSECO DE SORIA",          72,
,"42159 ROLLAMIENTA",          31,
,"42160 ROYO (EL)",         117,
,"42161 SALDUERO",          21,
,"42162 SAN ESTEBAN DE GORMAZ",        1744,
,"42163 SAN FELICES",          39,
,"42164 SAN LEONARDO DE YAGÜE",         414,
,"42165 SAN PEDRO MANRIQUE",         184,
,"42166 SANTA CRUZ DE YANGUAS",          40,
,"42167 SANTA MARIA DE HUERTA",          56,
,"42168 SANTA MARIA DE LAS HOYAS",          58,
,"42171 SERON DE NAGIMA",         114,
,"42172 SOLIEDRA",          33,
,"42173 SORIA",         205,
,"42174 SOTILLO DEL RINCON",          62,
,"42175 SUELLACABRAS",          58,
,"42176 TAJAHUERCE",          44,
,"42177 TAJUECO",          46,
,"42178 TALVEILA",          75,
,"42181 TARDELCUENDE",          72,
,"42182 TARODA",          81,
,"42183 TEJADO",         168,
,"42184 TORLENGUA",          82,
,"42185 TORREBLACOS",          50,
,"42187 TORRUBIA DE SORIA",          85,
,"42188 TREVAGO",          33,
,"42189 UCERO",          25,
,"42190 VADILLO",          64,
,"42191 VALDEAVELLANO DE TERA",          79,
,"42192 VALDEGEÑA",          37,
,"42193 VALDELAGUA DEL CERRO",          14,
,"42194 VALDEMALUQUE",         192,
,"42195 VALDENEBRO",          60,
,"42196 VALDEPRADO",          13,
,"42197 VALDERRODILLA",          80,
,"42198 VALTAJEROS",          22,
,"42200 VELAMAZAN",         135,
,"42201 VELILLA DE LA SIERRA",          33,
,"42202 VELILLA DE LOS AJOS",          37,
,"42204 VIANA DE DUERO",         127,
,"42205 VILLACIERVOS",          50,
,"42206 VILLANUEVA DE GORMAZ",          24,
,"42207 VILLAR DEL ALA",          18,
,"42208 VILLAR DEL CAMPO",          39,
,"42209 VILLAR DEL RIO",         116,
,"42211 VILLARES DE SORIA (LOS)",          84,
,"42212 VILLASAYAS",          84,
,"42213 VILLASECA DE ARCIEL",          49,
,"42215 VINUESA",         154,
,"42216 VIZMANOS",          37,
,"42217 VOZMEDIANO",          53,
,"42218 YANGUAS",          29,
,"42219 YELO",          50,
,"47001 ADALIA",          59,
,"47002 AGUASAL",          72,
,"47003 AGUILAR DE CAMPOS",         144,
,"47004 ALAEJOS",         661,
,"47005 ALCAZAREN",         313,
,"47006 ALDEA DE SAN MIGUEL",         110,
,"47007 ALDEAMAYOR DE SAN MARTIN",         392,
,"47008 ALMENARA DE ADAJA",          55,
,"47009 AMUSQUILLO",         133,
,"47010 ARROYO DE LA ENCOMIENDA",           2,
,"47011 ATAQUINES",         185,
,"47012 BAHABON",         158,
,"47013 BARCIAL DE LA LOMA",         173,
,"47014 BARRUELO DEL VALLE",          67,
,"47015 BECILLA DE VALDERADUEY",         294,
,"47016 BENAFARCES",         108,
,"47017 BERCERO",         194,
,"47018 BERCERUELO",          47,
,"47019 BERRUECES",          69,
,"47020 BOBADILLA DEL CAMPO",          99,
,"47021 BOCIGAS",          68,
,"47022 BOCOS DE DUERO",          38,
,"47023 BOECILLO",          44,
,"47024 BOLAÑOS DE CAMPOS",         259,
,"47025 BRAHOJOS DE MEDINA",         154,
,"47026 BUSTILLO DE CHAVES",          39,
,"47027 CABEZON DE PISUERGA",         105,
,"47028 CABEZON DE VALDERADUEY",          38,
,"47029 CABREROS DEL MONTE",          98,
,"47030 CAMPASPERO",         625,
,"47031 CAMPILLO (EL)",         153,
,"47032 CAMPORREDONDO",         150,
,"47033 CANALEJAS DE PEÑAFIEL",         172,
,"47034 CANILLAS DE ESGUEVA",         104,
,"47035 CARPIO",         511,
,"47036 CASASOLA DE ARION",          97,
,"47037 CASTREJON DE TRABANCOS",         144,
,"47038 CASTRILLO DE DUERO",         121,
,"47039 CASTRILLO-TEJERIEGO",         200,
,"47040 CASTROBOL",         113,
,"47041 CASTRODEZA",          85,
,"47042 CASTROMEMBIBRE",          70,
,"47043 CASTROMONTE",         255,
,"47044 CASTRONUEVO DE ESGUEVA",          55,
,"47045 CASTRONUÑO",         359,
,"47046 CASTROPONCE",         112,
,"47047 CASTROVERDE DE CERRATO",         179,
,"47048 CEINOS DE CAMPOS",         172,
,"47049 CERVILLEGO DE LA CRUZ",          78,
,"47050 CIGALES",         803,
,"47051 CIGUÑUELA",         156,
,"47052 CISTERNIGA",          92,
,"47053 COGECES DE ISCAR",         137,
,"47054 COGECES DEL MONTE",         563,
,"47055 CORCOS",         234,
,"47056 CORRALES DE DUERO",         107,
,"47057 CUBILLAS DE SANTA MARTA",         179,
,"47058 CUENCA DE CAMPOS",         154,
,"47059 CURIEL DE DUERO",         143,
,"47060 ENCINAS DE ESGUEVA",         229,
,"47061 ESGUEVILLAS DE ESGUEVA",         167,
,"47062 FOMBELLIDA",         149,
,"47063 FOMPEDRAZA",          96,
,"47064 FONTIHOYUELO",          34,
,"47065 FRESNO EL VIEJO",         499,
,"47066 FUENSALDAÑA",         263,
,"47067 FUENTE EL SOL",         117,
,"47068 FUENTE-OLMEDO",          38,
,"47069 GALLEGOS DE HORNIJA",          45,
,"47070 GATON DE CAMPOS",          85,
,"47071 GERIA",         100,
,"47073 HERRIN DE CAMPOS",         124,
,"47074 HORNILLOS DE ERESMA",         130,
,"47075 ISCAR",         326,
,"47076 LAGUNA DE DUERO",         304,
,"47077 LANGAYO",         261,
,"47078 LOMOVIEJO",         119,
,"47079 LLANO DE OLMEDO",          69,
,"47080 MANZANILLO",          67,
,"47081 MARZALES",          39,
,"47082 MATAPOZUELOS",         297,
,"47083 MATILLA DE LOS CAÑOS",          40,
,"47084 MAYORGA",         883,
,"47085 MEDINA DEL CAMPO",         625,
,"47086 MEDINA DE RIOSECO",         326,
,"47087 MEGECES",         145,
,"47088 MELGAR DE ABAJO",         137,
,"47089 MELGAR DE ARRIBA",         182,
,"47090 MOJADOS",         221,
,"47091 MONASTERIO DE VEGA",          78,
,"47092 MONTEALEGRE DE CAMPOS",          82,
,"47093 MONTEMAYOR DE PILILLA",         473,
,"47094 MORAL DE LA REINA",         194,
,"47095 MORALEJA DE LAS PANADERAS",          30,
,"47096 MORALES DE CAMPOS",          69,
,"47097 MOTA DEL MARQUES",          66,
,"47098 MUCIENTES",         507,
,"47099 MUDARRA (LA)",          28,
,"47100 MURIEL",         188,
,"47101 NAVA DEL REY",         534,
,"47102 NUEVA VILLA DE LAS TORRES",         244,
,"47103 OLIVARES DE DUERO",          91,
,"47104 OLMEDO",         368,
,"47105 OLMOS DE ESGUEVA",          73,
,"47106 OLMOS DE PEÑAFIEL",          46,
,"47109 PALAZUELO DE VEDIJA",         106,
,"47110 PARRILLA (LA)",         193,
,"47111 PEDRAJA DE PORTILLO (LA)",         269,
,"47112 PEDRAJAS DE SAN ESTEBAN",         307,
,"47113 PEDROSA DEL REY",         134,
,"47114 PEÑAFIEL",         507,
,"47115 PEÑAFLOR DE HORNIJA",         364,
,"47116 PESQUERA DE DUERO",         377,
,"47117 PIÑA DE ESGUEVA",         144,
,"47118 PIÑEL DE ABAJO",         156,
,"47119 PIÑEL DE ARRIBA",         170,
,"47121 POLLOS",         280,
,"47122 PORTILLO",         333,
,"47123 POZAL DE GALLINAS",         187,
,"47124 POZALDEZ",         186,
,"47125 POZUELO DE LA ORDEN",          67,
,"47126 PURAS",          44,
,"47127 QUINTANILLA DE ARRIBA",         128,
,"47128 QUINTANILLA DEL MOLAR",          91,
,"47129 QUINTANILLA DE ONESIMO",          88,
,"47130 QUINTANILLA DE TRIGUEROS",         114,
,"47131 RABANO",         146,
,"47132 RAMIRO",          74,
,"47133 RENEDO DE ESGUEVA",          82,
,"47134 ROALES DE CAMPOS",         223,
,"47135 ROBLADILLO",          43,
,"47137 ROTURAS",          47,
,"47138 RUBI DE BRACAMONTE",         146,
,"47139 RUEDA",         414,
,"47140 SAELICES DE MAYORGA",         106,
,"47141 SALVADOR DE ZAPARDIEL",         219,
,"47142 SAN CEBRIAN DE MAZOTE",         123,
,"47143 SAN LLORENTE",         150,
,"47144 SAN MARTIN DE VALVENI",          82,
,"47145 SAN MIGUEL DEL ARROYO",         685,
,"47146 SAN MIGUEL DEL PINO",          74,
,"47147 SAN PABLO DE LA MORALEJA",          92,
,"47148 SAN PEDRO DE LATARCE",         306,
,"47149 SAN PELAYO",          25,
,"47150 SAN ROMAN DE HORNIJA",         258,
,"47151 SAN SALVADOR",          34,
,"47152 SANTA EUFEMIA DEL ARROYO",         148,
,"47153 SANTERVAS DE CAMPOS",         114,
,"47154 SANTIBAÑEZ DE VALCORBA",         112,
,"47155 SANTOVENIA DE PISUERGA",          54,
,"47156 SAN VICENTE DEL PALACIO",         133,
,"47157 SARDON DE DUERO",          37,
,"47158 SECA (LA)",         621,
,"47159 SERRADA",         364,
,"47160 SIETE IGLESIAS DE TRABANCOS",         288,
,"47161 SIMANCAS",         127,
,"47162 TAMARIZ DE CAMPOS",          92,
,"47163 TIEDRA",         169,
,"47164 TORDEHUMOS",         310,
,"47165 TORDESILLAS",         791,
,"47166 TORRECILLA DE LA ABADESA",         119,
,"47167 TORRECILLA DE LA ORDEN",         200,
,"47168 TORRECILLA DE LA TORRE",          40,
,"47169 TORRE DE ESGUEVA",          82,
,"47170 TORRE DE PEÑAFIEL",          85,
,"47171 TORRELOBATON",         279,
,"47172 TORRESCARCELA",         245,
,"47173 TRASPINEDO",         241,
,"47174 TRIGUEROS DEL VALLE",         209,
,"47175 TUDELA DE DUERO",         392,
,"47176 UNION DE CAMPOS (LA)",         197,
,"47177 URONES DE CASTROPONCE",         104,
,"47178 URUEÑA",         146,
,"47179 VALBUENA DE DUERO",         238,
,"47180 VALDEARCOS DE LA VEGA",          87,
,"47181 VALDENEBRO DE LOS VALLES",         135,
,"47182 VALDESTILLAS",         267,
,"47183 VALDUNQUILLO",         181,
,"47184 VALORIA LA BUENA",         323,
,"47185 VALVERDE DE CAMPOS",          72,
,"47186 VALLADOLID",         602,
,"47187 VEGA DE RUIPONCE",          96,
,"47188 VEGA DE VALDETRONCO",          63,
,"47189 VELASCALVARO",         101,
,"47190 VELILLA",          86,
,"47191 VELLIZA",         111,
,"47192 VENTOSA DE LA CUESTA",         102,
,"47193 VIANA DE CEGA",          37,
,"47194 VILORIA",          98,
,"47195 VILLABAÑEZ",         158,
,"47196 VILLABARUZ DE CAMPOS",          77,
,"47197 VILLABRAGIMA",         526,
,"47198 VILLACARRALON",          77,
,"47199 VILLACID DE CAMPOS",          55,
,"47200 VILLACO",          88,
,"47203 VILLAFRADES DE CAMPOS",          85,
,"47204 VILLAFRANCA DE DUERO",         171,
,"47205 VILLAFRECHOS",         226,
,"47206 VILLAFUERTE",          86,
,"47207 VILLAGARCIA DE CAMPOS",         132,
,"47208 VILLAGOMEZ LA NUEVA",          56,
,"47209 VILLALAN DE CAMPOS",          69,
,"47210 VILLALAR DE LOS COMUNEROS",         211,
,"47211 VILLALBA DE LA LOMA",          32,
,"47212 VILLALBA DE LOS ALCORES",         223,
,"47213 VILLALBARBA",          62,
,"47214 VILLALON DE CAMPOS",         470,
,"47215 VILLAMURIEL DE CAMPOS",          56,
,"47216 VILLAN DE TORDESILLAS",          78,
,"47217 VILLANUBLA",         136,
,"47218 VILLANUEVA DE DUERO",         163,
,"47219 VILLANUEVA DE LA CONDESA",          35,
,"47220 VILLANUEVA DE LOS CABALLEROS",         202,
,"47221 VILLANUEVA DE LOS INFANTES",          56,
,"47222 VILLANUEVA DE SAN MANCIO",          42,
,"47223 VILLARDEFRADES",          93,
,"47224 VILLARMENTERO DE ESGUEVA",          47,
,"47225 VILLASEXMIR",          66,
,"47226 VILLAVAQUERIN",         109,
,"47227 VILLAVELLID",          84,
,"47228 VILLAVERDE DE MEDINA",         306,
,"47229 VILLAVICENCIO DE LOS CABALLEROS",         172,
,"47230 WAMBA",         113,
,"47231 ZARATAN",          88,
,"47232 ZARZA (LA)",          66,
,"49002 ABEZAMES",         113,
,"49003 ALCAÑICES",         308,
,"49004 ALCUBILLA DE NOGALES",         186,
,"49005 ALFARAZ DE SAYAGO",         146,
,"49006 ALGODRE",         125,
,"49007 ALMARAZ DE DUERO",         327,
,"49008 ALMEIDA DE SAYAGO",         394,
,"49009 ANDAVIAS",         342,
,"49010 ARCENILLAS",         135,
,"49011 ARCOS DE LA POLVOROSA",         166,
,"49012 ARGAÑIN",         100,
,"49013 ARGUJILLO",         329,
,"49014 ARQUILLINOS",         103,
,"49015 ARRABALDE",         252,
,"49016 ASPARIEGOS",         198,
,"49017 ASTURIANOS",         324,
,"49018 AYOO DE VIDRIALES",         637,
,"49019 BARCIAL DEL BARCO",         160,
,"49020 BELVER DE LOS MONTES",         329,
,"49021 BENAVENTE",         442,
,"49022 BENEGILES",         226,
,"49023 BERMILLO DE SAYAGO",         599,
,"49024 BOVEDA DE TORO (LA)",         427,
,"49025 BRETO",         175,
,"49026 BRETOCINO",         250,
,"49027 BRIME DE SOG",         299,
,"49028 BRIME DE URZ",         242,
,"49029 BURGANES DE VALVERDE",         703,
,"49030 BUSTILLO DEL ORO",          89,
,"49031 CABAÑAS DE SAYAGO",         127,
,"49032 CALZADILLA DE TERA",         698,
,"49033 CAMARZANA DE TERA",        1252,
,"49034 CAÑIZAL",         205,
,"49035 CAÑIZO",         153,
,"49036 CARBAJALES DE ALBA",         353,
,"49037 CARBELLINO",         138,
,"49038 CASASECA DE CAMPEAN",         112,
,"49039 CASASECA DE LAS CHANAS",         220,
,"49040 CASTRILLO DE LA GUAREÑA",          79,
,"49041 CASTROGONZALO",         237,
,"49042 CASTRONUEVO",         220,
,"49043 CASTROVERDE DE CAMPOS",         305,
,"49044 CAZURRA",          82,
,"49046 CERECINOS DE CAMPOS",         303,
,"49047 CERECINOS DEL CARRIZAL",         116,
,"49048 CERNADILLA",         139,
,"49050 COBREROS",         865,
,"49052 COOMONTE",         238,
,"49053 CORESES",         559,
,"49054 CORRALES DEL VINO",         516,
,"49055 COTANES DEL MONTE",          94,
,"49056 CUBILLOS",         198,
,"49057 CUBO DE BENAVENTE",         344,
,"49058 CUBO DE TIERRA DEL VINO (EL)",         244,
,"49059 CUELGAMURES",         106,
,"49061 ENTRALA",          93,
,"49062 ESPADAÑEDO",         150,
,"49063 FARAMONTANOS DE TABARA",         298,
,"49064 FARIZA",         516,
,"49065 FERMOSELLE",        1785,
,"49066 FERRERAS DE ABAJO",         521,
,"49067 FERRERAS DE ARRIBA",         412,
,"49068 FERRERUELA",         582,
,"49069 FIGUERUELA DE ARRIBA",         625,
,"49071 FONFRIA",         979,
,"49075 FRESNO DE LA POLVOROSA",         157,
,"49076 FRESNO DE LA RIBERA",         113,
,"49077 FRESNO DE SAYAGO",         290,
,"49078 FRIERA DE VALVERDE",         204,
,"49079 FUENTE ENCALADA",         169,
,"49080 FUENTELAPEÑA",         408,
,"49081 FUENTESAUCO",         692,
,"49082 FUENTES DE ROPEL",         343,
,"49083 FUENTESECAS",          92,
,"49084 FUENTESPREADAS",         232,
,"49085 GALENDE",         466,
,"49086 GALLEGOS DEL PAN",         104,
,"49087 GALLEGOS DEL RIO",         936,
,"49088 GAMONES",         114,
,"49090 GEMA",         196,
,"49091 GRANJA DE MORERUELA",         214,
,"49092 GRANUCILLO",         324,
,"49093 GUARRATE",         230,
,"49094 HERMISENDE",         279,
,"49095 HINIESTA (LA)",         275,
,"49096 JAMBRINA",         203,
,"49097 JUSTEL",         170,
,"49098 LOSACINO",         305,
,"49099 LOSACIO",         137,
,"49100 LUBIAN",         297,
,"49101 LUELMO",         214,
,"49102 MADERAL (EL)",         255,
,"49103 MADRIDANOS",         339,
,"49104 MAHIDE",         524,
,"49105 MAIRE DE CASTROPONCE",         182,
,"49107 MALVA",         207,
,"49108 MANGANESES DE LA LAMPREANA",         434,
,"49109 MANGANESES DE LA POLVOROSA",         422,
,"49110 MANZANAL DE ARRIBA",         398,
,"49111 MANZANAL DEL BARCO",         164,
,"49112 MANZANAL DE LOS INFANTES",         279,
,"49113 MATILLA DE ARZON",         296,
,"49114 MATILLA LA SECA",          74,
,"49115 MAYALDE",         168,
,"49116 MELGAR DE TERA",         613,
,"49117 MICERECES DE TERA",         808,
,"49118 MILLES DE LA POLVOROSA",         236,
,"49119 MOLACILLOS",         183,
,"49120 MOLEZUELAS DE LA CARBALLEDA",         224,
,"49121 MOMBUEY",         190,
,"49122 MONFARRACINOS",         303,
,"49123 MONTAMARTA",         405,
,"49124 MORAL DE SAYAGO",         245,
,"49125 MORALEJA DEL VINO",         291,
,"49126 MORALEJA DE SAYAGO",         151,
,"49127 MORALES DEL VINO",         278,
,"49128 MORALES DE REY",         433,
,"49129 MORALES DE TORO",         552,
,"49130 MORALES DE VALVERDE",         327,
,"49131 MORALINA",         244,
,"49132 MORERUELA DE LOS INFANZONES",         273,
,"49133 MORERUELA DE TABARA",         301,
,"49134 MUELAS DE LOS CABALLEROS",         131,
,"49135 MUELAS DEL PAN",         325,
,"49136 MUGA DE SAYAGO",         251,
,"49137 NAVIANOS DE VALVERDE",         231,
,"49138 OLMILLOS DE CASTRO",         376,
,"49139 OTERO DE BODAS",         414,
,"49141 PAJARES DE LA LAMPREANA",         307,
,"49142 PALACIOS DEL PAN",         206,
,"49143 PALACIOS DE SANABRIA",         231,
,"49145 PEDRALBA DE LA PRADERIA",         277,
,"49146 PEGO (EL)",         210,
,"49147 PELEAGONZALO",         151,
,"49148 PELEAS DE ABAJO",         106,
,"49149 PEÑAUSENDE",         429,
,"49150 PEQUE",         157,
,"49151 PERDIGON (EL)",         288,
,"49152 PERERUELA",         517,
,"49153 PERILLA DE CASTRO",         157,
,"49154 PIAS",         150,
,"49155 PIEDRAHITA DE CASTRO",         126,
,"49156 PINILLA DE TORO",         195,
,"49157 PINO DEL ORO",         158,
,"49158 PIÑERO (EL)",         220,
,"49159 POBLADURA DEL VALLE",         192,
,"49160 POBLADURA DE VALDERADUEY",          60,
,"49162 PORTO",         250,
,"49163 POZOANTIGUO",         245,
